"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","FREQ.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"w973014",12,"Frequency Version D","ELECTION","MAZE","Study2","U",24209,"2",4600,"President ",15.384615384615,0
"w996448_apb",12,"Frequency Version D","ELECTION","MAZE","Study2","U",751,"60",6200,"Calvin",20,0
"10029010",12,"Frequency Version D","END","ADJOURN","Study2","B",5682,"80",23752,"",0,0
"984612",12,"Frequency Version D","END","ADJOURN","Study2","B",4504,"80",20808,"Conclusion",23.52941176,0
"988835",12,"Frequency Version D","END","ADJOURN","Study2","B",6551,"70",12110,"adjourn",100,100
"w10051625_bcd",12,"Frequency Version D","END","ADJOURN","Study2","B",7471,"35",23909,"adjourn ",100,100
"w10051643",12,"Frequency Version D","END","ADJOURN","Study2","B",6769,"30",5501,"beginning ",12.5,0
"w214402_dns",12,"Frequency Version D","END","ADJOURN","Study2","B",6360,"88",1396,"",0,0
"W217770_anr",12,"Frequency Version D","END","ADJOURN","Study2","B",4228,"35",7085,"finish",15.384615384615,0
"w970697",12,"Frequency Version D","END","ADJOURN","Study2","B",5372,"50",5706,"done",54.545454545455,0
"w973014",12,"Frequency Version D","END","ADJOURN","Study2","B",11101,"50",4662,"Begin",16.666666666667,0
"w996448_apb",12,"Frequency Version D","END","ADJOURN","Study2","B",3054,"60",3805,"game",18.181818181818,0
"10029010",12,"Frequency Version D","EQUAL","RIGHTS","Study2","S",10441,"50",20315,"less",20,0
"984612",12,"Frequency Version D","EQUAL","RIGHTS","Study2","S",8676,"100",47784,"Alike",18.18181818,0
"988835",12,"Frequency Version D","EQUAL","RIGHTS","Study2","S",3405,"100",5234,"Rights",100,100
"w10051625_bcd",12,"Frequency Version D","EQUAL","RIGHTS","Study2","S",6645,"87",3438,"rights",100,100
"w10051643",12,"Frequency Version D","EQUAL","RIGHTS","Study2","S",3526,"80",3981,"rights ",100,100
"w214402_dns",12,"Frequency Version D","EQUAL","RIGHTS","Study2","S",3639,"24",4194,"rights",100,100
"W217770_anr",12,"Frequency Version D","EQUAL","RIGHTS","Study2","S",3155,"99",8224,"unequal",0,0
"w970697",12,"Frequency Version D","EQUAL","RIGHTS","Study2","S",3081,"80",4991,"voting",16.666666666667,0
"w973014",12,"Frequency Version D","EQUAL","RIGHTS","Study2","S",18714,"99",7296,"Rights",100,100
"w996448_apb",12,"Frequency Version D","EQUAL","RIGHTS","Study2","S",2267,"100",3524,"rights",100,100
"10029010",12,"Frequency Version D","FAVORITE","BEST","Study2","F",4625,"99",23201,"things",20,0
"984612",12,"Frequency Version D","FAVORITE","BEST","Study2","F",9256,"60",31598,"Special",18.18181818,0
"988835",12,"Frequency Version D","FAVORITE","BEST","Study2","F",3788,"70",2832,"Best",100,100
"w10051625_bcd",12,"Frequency Version D","FAVORITE","BEST","Study2","F",5597,"88",2821,"best",100,100
"w10051643",12,"Frequency Version D","FAVORITE","BEST","Study2","F",7157,"65",4188,"best",100,100
"w214402_dns",12,"Frequency Version D","FAVORITE","BEST","Study2","F",3120,"99",6318,"",0,0
"W217770_anr",12,"Frequency Version D","FAVORITE","BEST","Study2","F",6152,"58",9778,"color",0,0
"w970697",12,"Frequency Version D","FAVORITE","BEST","Study2","F",3503,"0",9724,"",0,0
"w973014",12,"Frequency Version D","FAVORITE","BEST","Study2","F",25788,"80",6611,"Adore",22.222222222222,0
"w996448_apb",12,"Frequency Version D","FAVORITE","BEST","Study2","F",2259,"50",2927,"color",0,0
"10029010",12,"Frequency Version D","FICTION","LISTEN","Study2","U",4856,"85",59441,"rest",40,0
"984612",12,"Frequency Version D","FICTION","LISTEN","Study2","U",5873,"10",8312,"Story",36.36363636,0
"988835",12,"Frequency Version D","FICTION","LISTEN","Study2","U",5313,"60",3436,"Tell",40,0
"w10051625_bcd",12,"Frequency Version D","FICTION","LISTEN","Study2","U",9000,"3",2201,"",0,0
"w10051643",12,"Frequency Version D","FICTION","LISTEN","Study2","U",5058,"20",8616,"fake",20,0
"w214402_dns",12,"Frequency Version D","FICTION","LISTEN","Study2","U",3845,"30",3343,"listen",100,100
"W217770_anr",12,"Frequency Version D","FICTION","LISTEN","Study2","U",8874,"50",4039,"novel",18.181818181818,0
"w970697",12,"Frequency Version D","FICTION","LISTEN","Study2","U",3195,"0",4886,"fable",36.363636363636,0
"w973014",12,"Frequency Version D","FICTION","LISTEN","Study2","U",6275,"33",5196,"Fake",20,0
"w996448_apb",12,"Frequency Version D","FICTION","LISTEN","Study2","U",3610,"30",4661,"book",0,0
"10029010",12,"Frequency Version D","FIGHT","FEUD","Study2","B",4401,"99",7151,"brawl",0,0
"984612",12,"Frequency Version D","FIGHT","FEUD","Study2","B",3542,"100",3708,"Brawl",0,0
"988835",12,"Frequency Version D","FIGHT","FEUD","Study2","B",2881,"90",4159,"Feud",100,100
"w10051625_bcd",12,"Frequency Version D","FIGHT","FEUD","Study2","B",5411,"60",5210,"brawl",0,0
"w10051643",12,"Frequency Version D","FIGHT","FEUD","Study2","B",2950,"50",12982,"brawl ",0,0
"w214402_dns",12,"Frequency Version D","FIGHT","FEUD","Study2","B",4424,"89",3463,"brawl",0,0
"W217770_anr",12,"Frequency Version D","FIGHT","FEUD","Study2","B",3661,"100",7374,"brawl",0,0
"w970697",12,"Frequency Version D","FIGHT","FEUD","Study2","B",3150,"80",1328,"",0,0
"w973014",12,"Frequency Version D","FIGHT","FEUD","Study2","B",49022,"70",4439,"Feud",100,100
"w996448_apb",12,"Frequency Version D","FIGHT","FEUD","Study2","B",1153,"50",2438,"",0,0
"10029010",12,"Frequency Version D","FLIP","TURN","Study2","F",7000,"96",9555,"flop",0,0
"984612",12,"Frequency Version D","FLIP","TURN","Study2","F",2352,"100",9565,"Turn",100,100
"988835",12,"Frequency Version D","FLIP","TURN","Study2","F",2846,"80",6771,"turn",100,100
"w10051625_bcd",12,"Frequency Version D","FLIP","TURN","Study2","F",10109,"45",2930,"turn",100,100
"w10051643",12,"Frequency Version D","FLIP","TURN","Study2","F",7448,"85",3317,"coin ",25,0
"w214402_dns",12,"Frequency Version D","FLIP","TURN","Study2","F",12946,"87",3462,"turn",100,100
"W217770_anr",12,"Frequency Version D","FLIP","TURN","Study2","F",4221,"20",6876,"flop",0,0
"w970697",12,"Frequency Version D","FLIP","TURN","Study2","F",3718,"60",7904,"",0,0
"w973014",12,"Frequency Version D","FLIP","TURN","Study2","F",9060,"86",4424,"Flop",0,0
"w996448_apb",12,"Frequency Version D","FLIP","TURN","Study2","F",806,"30",2605,"cup",28.571428571429,0
"10029010",12,"Frequency Version D","GAME","CLUE","Study2","B",6123,"97",10605,"TV",0,0
"984612",12,"Frequency Version D","GAME","CLUE","Study2","B",19747,"35",7610,"System ",20,0
"988835",12,"Frequency Version D","GAME","CLUE","Study2","B",3605,"90",2682,"",0,0
"w10051625_bcd",12,"Frequency Version D","GAME","CLUE","Study2","B",11669,"79",3277,"",0,0
"w10051643",12,"Frequency Version D","GAME","CLUE","Study2","B",4004,"75",3683,"system ",20,0
"w214402_dns",12,"Frequency Version D","GAME","CLUE","Study2","B",1660,"100",1185,"",0,0
"W217770_anr",12,"Frequency Version D","GAME","CLUE","Study2","B",5212,"95",3897,"clue",100,100
"w970697",12,"Frequency Version D","GAME","CLUE","Study2","B",2524,"100",8267,"",0,0
"w973014",12,"Frequency Version D","GAME","CLUE","Study2","B",5053,"99",8978,"Sport",0,0
"w996448_apb",12,"Frequency Version D","GAME","CLUE","Study2","B",927,"60",3267,"of thrones",14.285714285714,0
"10029010",12,"Frequency Version D","GROUND","EARTH","Study2","S",8681,"90",5840,"floor",20,0
"984612",12,"Frequency Version D","GROUND","EARTH","Study2","S",2205,"99",7336,"Earth",100,100
"988835",12,"Frequency Version D","GROUND","EARTH","Study2","S",2222,"100",5073,"Earth",100,100
"w10051625_bcd",12,"Frequency Version D","GROUND","EARTH","Study2","S",8493,"64",4710,"earth",100,100
"w10051643",12,"Frequency Version D","GROUND","EARTH","Study2","S",13856,"75",5578,"outside ",16.666666666667,0
"w214402_dns",12,"Frequency Version D","GROUND","EARTH","Study2","S",3507,"90",1537,"",0,0
"W217770_anr",12,"Frequency Version D","GROUND","EARTH","Study2","S",7004,"90",4397,"earth",100,100
"w970697",12,"Frequency Version D","GROUND","EARTH","Study2","S",3342,"100",2728,"",0,0
"w973014",12,"Frequency Version D","GROUND","EARTH","Study2","S",12632,"60",32587,"Breaking",30.769230769231,0
"w996448_apb",12,"Frequency Version D","GROUND","EARTH","Study2","S",610,"30",1311,"",0,0
"10029010",12,"Frequency Version D","HATE","NAME","Study2","U",5210,"50",5175,"love",25,0
"984612",12,"Frequency Version D","HATE","NAME","Study2","U",9942,"0",9661,"Anger",44.44444444,0
"988835",12,"Frequency Version D","HATE","NAME","Study2","U",3752,"0",4297,"despise",18.181818181818,0
"w10051625_bcd",12,"Frequency Version D","HATE","NAME","Study2","U",9471,"65",7243,"",0,0
"w10051643",12,"Frequency Version D","HATE","NAME","Study2","U",3203,"64",4085,"bad ",28.571428571429,0
"w214402_dns",12,"Frequency Version D","HATE","NAME","Study2","U",5834,"12",3105,"love",25,0
"W217770_anr",12,"Frequency Version D","HATE","NAME","Study2","U",4325,"20",7993,"against",18.181818181818,0
"w970697",12,"Frequency Version D","HATE","NAME","Study2","U",3090,"0",941,"",0,0
"w973014",12,"Frequency Version D","HATE","NAME","Study2","U",10059,"99",3942,"Love",25,0
"w996448_apb",12,"Frequency Version D","HATE","NAME","Study2","U",983,"20",1236,"",0,0
"10029010",12,"Frequency Version D","HAVE","OWN","Study2","S",7971,"90",11760,"look",28.571428571429,0
"984612",12,"Frequency Version D","HAVE","OWN","Study2","S",3677,"100",4869,"Own",100,100
"988835",12,"Frequency Version D","HAVE","OWN","Study2","S",2457,"100",4548,"own",100,100
"w10051625_bcd",12,"Frequency Version D","HAVE","OWN","Study2","S",3820,"78",3894,"own",100,100
"w10051643",12,"Frequency Version D","HAVE","OWN","Study2","S",3605,"57",3428,"",0,0
"w214402_dns",12,"Frequency Version D","HAVE","OWN","Study2","S",3549,"97",1546,"",0,0
"W217770_anr",12,"Frequency Version D","HAVE","OWN","Study2","S",7970,"100",13836,"own",100,100
"w970697",12,"Frequency Version D","HAVE","OWN","Study2","S",5601,"45",1042,"",0,0
"w973014",12,"Frequency Version D","HAVE","OWN","Study2","S",6001,"99",5525,"Not",33.333333333333,0
"w996448_apb",12,"Frequency Version D","HAVE","OWN","Study2","S",1611,"100",2811,"not",33.333333333333,0
"10029010",12,"Frequency Version D","HEAD","SCALP","Study2","B",9712,"90",18556,"down",0,0
"984612",12,"Frequency Version D","HEAD","SCALP","Study2","B",12337,"100",8235,"Shouldera",28.57142857,0
"988835",12,"Frequency Version D","HEAD","SCALP","Study2","B",4985,"90",4873,"hair",22.222222222222,0
"w10051625_bcd",12,"Frequency Version D","HEAD","SCALP","Study2","B",4663,"74",3357,"scalp",100,100
"w10051643",12,"Frequency Version D","HEAD","SCALP","Study2","B",4826,"90",6905,"body ",0,0
"w214402_dns",12,"Frequency Version D","HEAD","SCALP","Study2","B",2902,"98",2263,"",0,0
"W217770_anr",12,"Frequency Version D","HEAD","SCALP","Study2","B",26294,"92",5207,"scalp",100,100
"w970697",12,"Frequency Version D","HEAD","SCALP","Study2","B",3768,"80",5929,"scar",66.666666666667,0
"w973014",12,"Frequency Version D","HEAD","SCALP","Study2","B",3581,"99",7702,"Shoulder",30.769230769231,0
"w996448_apb",12,"Frequency Version D","HEAD","SCALP","Study2","B",693,"20",3951,"noggin",0,0
"10029010",12,"Frequency Version D","JAR","MASON","Study2","S",6314,"95",78329,"mason",100,100
"984612",12,"Frequency Version D","JAR","MASON","Study2","S",17090,"100",8547,"Can",50,0
"988835",12,"Frequency Version D","JAR","MASON","Study2","S",2990,"80",3380,"Mason",100,100
"w10051625_bcd",12,"Frequency Version D","JAR","MASON","Study2","S",7003,"97",2634,"mason",100,100
"w10051643",12,"Frequency Version D","JAR","MASON","Study2","S",4572,"40",4107,"mason ",100,100
"w214402_dns",12,"Frequency Version D","JAR","MASON","Study2","S",5112,"87",2938,"mason",100,100
"W217770_anr",12,"Frequency Version D","JAR","MASON","Study2","S",2729,"100",2464,"mason",100,100
"w970697",12,"Frequency Version D","JAR","MASON","Study2","S",3498,"100",1889,"",0,0
"w973014",12,"Frequency Version D","JAR","MASON","Study2","S",7847,"2",6950,"Mason",100,100
"w996448_apb",12,"Frequency Version D","JAR","MASON","Study2","S",910,"40",2538,"of",28.571428571429,0
"10029010",12,"Frequency Version D","JOKE","KEYS","Study2","U",10419,"20",20927,"listen",20,0
"984612",12,"Frequency Version D","JOKE","KEYS","Study2","U",2311,"2",7002,"Prank",22.22222222,0
"988835",12,"Frequency Version D","JOKE","KEYS","Study2","U",4263,"0",5896,"",0,0
"w10051625_bcd",12,"Frequency Version D","JOKE","KEYS","Study2","U",7227,"2",2936,"",0,0
"w10051643",12,"Frequency Version D","JOKE","KEYS","Study2","U",7366,"40",5793,"funny ",22.222222222222,0
"w214402_dns",12,"Frequency Version D","JOKE","KEYS","Study2","U",9304,"5",4417,"",0,0
"W217770_anr",12,"Frequency Version D","JOKE","KEYS","Study2","U",5702,"0",15683,"prank",22.222222222222,0
"w970697",12,"Frequency Version D","JOKE","KEYS","Study2","U",4924,"0",5746,"funny",22.222222222222,0
"w973014",12,"Frequency Version D","JOKE","KEYS","Study2","U",5044,"44",3399,"Keys",100,100
"w996448_apb",12,"Frequency Version D","JOKE","KEYS","Study2","U",1031,"70",4363,"riddle",20,0
"10029010",12,"Frequency Version D","LEAGUE","BASEBALL","Study2","F",5062,"50",31520,"best",33.333333333333,0
"984612",12,"Frequency Version D","LEAGUE","BASEBALL","Study2","F",5901,"100",17746,"Baseball",100,100
"988835",12,"Frequency Version D","LEAGUE","BASEBALL","Study2","F",3709,"60",3444,"baseball ",100,100
"w10051625_bcd",12,"Frequency Version D","LEAGUE","BASEBALL","Study2","F",7397,"90",3983,"baseball",100,100
"w10051643",12,"Frequency Version D","LEAGUE","BASEBALL","Study2","F",3704,"68",3620,"baseball ",100,100
"w214402_dns",12,"Frequency Version D","LEAGUE","BASEBALL","Study2","F",2463,"99",3387,"baseball",100,100
"W217770_anr",12,"Frequency Version D","LEAGUE","BASEBALL","Study2","F",5583,"85",3724,"baseball",100,100
"w970697",12,"Frequency Version D","LEAGUE","BASEBALL","Study2","F",4047,"100",3293,"baseball",100,100
"w973014",12,"Frequency Version D","LEAGUE","BASEBALL","Study2","F",6363,"99",27118,"Baseball ",100,100
"w996448_apb",12,"Frequency Version D","LEAGUE","BASEBALL","Study2","F",3041,"60",2824,"ivy",0,0
"10029010",12,"Frequency Version D","LIE","TRUTH","Study2","S",13330,"90",40405,"liar",22.222222222222,0
"984612",12,"Frequency Version D","LIE","TRUTH","Study2","S",5489,"100",39511,"Story",40,0
"988835",12,"Frequency Version D","LIE","TRUTH","Study2","S",5496,"90",3548,"Truth",100,100
"w10051625_bcd",12,"Frequency Version D","LIE","TRUTH","Study2","S",5467,"95",5967,"truthful",76.923076923077,0
"w10051643",12,"Frequency Version D","LIE","TRUTH","Study2","S",4158,"95",7722,"truth ",100,100
"w214402_dns",12,"Frequency Version D","LIE","TRUTH","Study2","S",1939,"100",3062,"truth",100,100
"W217770_anr",12,"Frequency Version D","LIE","TRUTH","Study2","S",8471,"2",4148,"truth",100,100
"w970697",12,"Frequency Version D","LIE","TRUTH","Study2","S",2476,"0",4791,"truth",100,100
"w973014",12,"Frequency Version D","LIE","TRUTH","Study2","S",6462,"50",6253,"Truth",100,100
"w996448_apb",12,"Frequency Version D","LIE","TRUTH","Study2","S",3528,"40",4470,"detector",30.769230769231,0
"10029010",12,"Frequency Version D","LONELY","ALONE","Study2","S",6670,"90",10304,"alone",100,100
"984612",12,"Frequency Version D","LONELY","ALONE","Study2","S",41725,"100",3681,"Alone",100,100
"988835",12,"Frequency Version D","LONELY","ALONE","Study2","S",3112,"100",5001,"alone",100,100
"w10051625_bcd",12,"Frequency Version D","LONELY","ALONE","Study2","S",7779,"82",2606,"alone",100,100
"w10051643",12,"Frequency Version D","LONELY","ALONE","Study2","S",8727,"70",4399,"sad",25,0
"w214402_dns",12,"Frequency Version D","LONELY","ALONE","Study2","S",4752,"98",2768,"alone",100,100
"W217770_anr",12,"Frequency Version D","LONELY","ALONE","Study2","S",6119,"100",5205,"alone",100,100
"w970697",12,"Frequency Version D","LONELY","ALONE","Study2","S",3368,"100",3808,"alone",100,100
"w973014",12,"Frequency Version D","LONELY","ALONE","Study2","S",32128,"87",4304,"Alone",100,100
"w996448_apb",12,"Frequency Version D","LONELY","ALONE","Study2","S",853,"50",5854,"quarantine",40,0
"10029010",12,"Frequency Version D","LONG","EXTENSION","Study2","B",6421,"99",14941,"short",28.571428571429,0
"984612",12,"Frequency Version D","LONG","EXTENSION","Study2","B",6336,"20",3184,"Short",28.57142857,0
"988835",12,"Frequency Version D","LONG","EXTENSION","Study2","B",6163,"100",4969,"Extension",100,100
"w10051625_bcd",12,"Frequency Version D","LONG","EXTENSION","Study2","B",8599,"48",3266,"",0,0
"w10051643",12,"Frequency Version D","LONG","EXTENSION","Study2","B",3954,"70",5849,"run",16.666666666667,0
"w214402_dns",12,"Frequency Version D","LONG","EXTENSION","Study2","B",2738,"88",1359,"",0,0
"W217770_anr",12,"Frequency Version D","LONG","EXTENSION","Study2","B",6322,"78",2783,"short ",28.571428571429,0
"w970697",12,"Frequency Version D","LONG","EXTENSION","Study2","B",3039,"100",1305,"",0,0
"w973014",12,"Frequency Version D","LONG","EXTENSION","Study2","B",10595,"66",19573,"Short",28.571428571429,0
"w996448_apb",12,"Frequency Version D","LONG","EXTENSION","Study2","B",1053,"50",2604,"short",28.571428571429,0
"10029010",12,"Frequency Version D","LOVE","AFFECTION","Study2","B",5091,"85",61003,"much",15.384615384615,0
"984612",12,"Frequency Version D","LOVE","AFFECTION","Study2","B",4481,"100",6854,"Affection",100,100
"988835",12,"Frequency Version D","LOVE","AFFECTION","Study2","B",2389,"100",3333,"affection",100,100
"w10051625_bcd",12,"Frequency Version D","LOVE","AFFECTION","Study2","B",6013,"79",2711,"",0,0
"w10051643",12,"Frequency Version D","LOVE","AFFECTION","Study2","B",5410,"75",4554,"hate ",30.769230769231,0
"w214402_dns",12,"Frequency Version D","LOVE","AFFECTION","Study2","B",17972,"100",2520,"hate",30.769230769231,0
"W217770_anr",12,"Frequency Version D","LOVE","AFFECTION","Study2","B",12428,"75",5479,"heart",28.571428571429,0
"w970697",12,"Frequency Version D","LOVE","AFFECTION","Study2","B",4100,"100",3978,"",0,0
"w973014",12,"Frequency Version D","LOVE","AFFECTION","Study2","B",4245,"99",5412,"Affection",100,100
"w996448_apb",12,"Frequency Version D","LOVE","AFFECTION","Study2","B",651,"30",1740,"",0,0
"10029010",12,"Frequency Version D","MAROON","JUSTICE","Study2","U",6007,"30",41808,"color",16.666666666667,0
"984612",12,"Frequency Version D","MAROON","JUSTICE","Study2","U",19902,"10",7420,"Purple",30.76923077,0
"988835",12,"Frequency Version D","MAROON","JUSTICE","Study2","U",2145,"0",3538,"",0,0
"w10051625_bcd",12,"Frequency Version D","MAROON","JUSTICE","Study2","U",5857,"10",2587,"",0,0
"w10051643",12,"Frequency Version D","MAROON","JUSTICE","Study2","U",3748,"20",2069,"",0,0
"w214402_dns",12,"Frequency Version D","MAROON","JUSTICE","Study2","U",4900,"55",1575,"",0,0
"W217770_anr",12,"Frequency Version D","MAROON","JUSTICE","Study2","U",12256,"2",2014,"red",20,0
"w970697",12,"Frequency Version D","MAROON","JUSTICE","Study2","U",3081,"0",2374,"",0,0
"w973014",12,"Frequency Version D","MAROON","JUSTICE","Study2","U",17702,"36",9329,"Justice ",100,100
"w996448_apb",12,"Frequency Version D","MAROON","JUSTICE","Study2","U",839,"50",2374,"",0,0
"10029010",12,"Frequency Version D","Morning","TEMPERATURE","Study2","U",7823,"98",9912,"night",12.5,0
"984612",12,"Frequency Version D","Morning","TEMPERATURE","Study2","U",4357,"10",5955,"Sunrise",33.33333333,0
"988835",12,"Frequency Version D","Morning","TEMPERATURE","Study2","U",2152,"40",3359,"temperature",100,100
"w10051625_bcd",12,"Frequency Version D","Morning","TEMPERATURE","Study2","U",7656,"37",5564,"temperature",100,100
"w10051643",12,"Frequency Version D","Morning","TEMPERATURE","Study2","U",5764,"45",4943,"night ",12.5,0
"w214402_dns",12,"Frequency Version D","Morning","TEMPERATURE","Study2","U",3269,"55",4112,"temperature",100,100
"W217770_anr",12,"Frequency Version D","Morning","TEMPERATURE","Study2","U",4922,"30",23542,"sun ",14.285714285714,0
"w970697",12,"Frequency Version D","Morning","TEMPERATURE","Study2","U",4412,"100",9839,"wake",26.666666666667,0
"w973014",12,"Frequency Version D","Morning","TEMPERATURE","Study2","U",7141,"99",10403,"Night",12.5,0
"w996448_apb",12,"Frequency Version D","Morning","TEMPERATURE","Study2","U",787,"70",7740,"temperature",100,100
"10029010",12,"Frequency Version D","MYSTERY","DETECTIVE","Study2","B",7193,"90",18131,"detective",100,100
"984612",12,"Frequency Version D","MYSTERY","DETECTIVE","Study2","B",5311,"80",4157,"Clue",30.76923077,0
"988835",12,"Frequency Version D","MYSTERY","DETECTIVE","Study2","B",5195,"100",3899,"detective",100,100
"w10051625_bcd",12,"Frequency Version D","MYSTERY","DETECTIVE","Study2","B",4706,"60",6264,"crime",42.857142857143,0
"w10051643",12,"Frequency Version D","MYSTERY","DETECTIVE","Study2","B",4363,"50",4905,"",0,0
"w214402_dns",12,"Frequency Version D","MYSTERY","DETECTIVE","Study2","B",2936,"99",6691,"detective",100,100
"W217770_anr",12,"Frequency Version D","MYSTERY","DETECTIVE","Study2","B",10840,"68",6761,"movie",28.571428571429,0
"w970697",12,"Frequency Version D","MYSTERY","DETECTIVE","Study2","B",3669,"100",9085,"",0,0
"w973014",12,"Frequency Version D","MYSTERY","DETECTIVE","Study2","B",53253,"99",5783,"Detective ",100,100
"w996448_apb",12,"Frequency Version D","MYSTERY","DETECTIVE","Study2","B",691,"40",3092,"murder",26.666666666667,0
"10029010",12,"Frequency Version D","NAP","SLEEP","Study2","F",3973,"90",7337,"sleep",100,100
"984612",12,"Frequency Version D","NAP","SLEEP","Study2","F",6683,"100",3322,"Sleep",100,100
"988835",12,"Frequency Version D","NAP","SLEEP","Study2","F",2644,"100",2569,"sleep",100,100
"w10051625_bcd",12,"Frequency Version D","NAP","SLEEP","Study2","F",3453,"78",3174,"sleep",100,100
"w10051643",12,"Frequency Version D","NAP","SLEEP","Study2","F",3537,"70",3687,"tired ",20,0
"w214402_dns",12,"Frequency Version D","NAP","SLEEP","Study2","F",2395,"98",2838,"sleep",100,100
"W217770_anr",12,"Frequency Version D","NAP","SLEEP","Study2","F",2723,"60",2080,"sleep",100,100
"w970697",12,"Frequency Version D","NAP","SLEEP","Study2","F",3794,"100",3610,"sleep",100,100
"w973014",12,"Frequency Version D","NAP","SLEEP","Study2","F",5174,"99",4854,"Sleep ",100,100
"w996448_apb",12,"Frequency Version D","NAP","SLEEP","Study2","F",688,"30",2388,"time",22.222222222222,0
"10029010",12,"Frequency Version D","NOISE","LOUD","Study2","S",6372,"95",5478,"loud",100,100
"984612",12,"Frequency Version D","NOISE","LOUD","Study2","S",3108,"50",5761,"Loud",100,100
"988835",12,"Frequency Version D","NOISE","LOUD","Study2","S",1945,"100",5665,"loud",100,100
"w10051625_bcd",12,"Frequency Version D","NOISE","LOUD","Study2","S",6058,"83",2641,"loud",100,100
"w10051643",12,"Frequency Version D","NOISE","LOUD","Study2","S",4004,"90",4390,"loud ",100,100
"w214402_dns",12,"Frequency Version D","NOISE","LOUD","Study2","S",4725,"90",2808,"loud",100,100
"W217770_anr",12,"Frequency Version D","NOISE","LOUD","Study2","S",6074,"90",4105,"loud",100,100
"w970697",12,"Frequency Version D","NOISE","LOUD","Study2","S",3929,"100",5983,"bang",0,0
"w973014",12,"Frequency Version D","NOISE","LOUD","Study2","S",6004,"99",3145,"Loud",100,100
"w996448_apb",12,"Frequency Version D","NOISE","LOUD","Study2","S",973,"30",3605,"maker",0,0
"10029010",12,"Frequency Version D","OBTAIN","MEAT","Study2","U",7376,"50",10200,"weight",40,0
"984612",12,"Frequency Version D","OBTAIN","MEAT","Study2","U",8773,"0",16922,"acquire",18.18181818,0
"988835",12,"Frequency Version D","OBTAIN","MEAT","Study2","U",3911,"0",4958,"meat",100,100
"w10051625_bcd",12,"Frequency Version D","OBTAIN","MEAT","Study2","U",12834,"4",3688,"",0,0
"w10051643",12,"Frequency Version D","OBTAIN","MEAT","Study2","U",5607,"30",2721,"",0,0
"w214402_dns",12,"Frequency Version D","OBTAIN","MEAT","Study2","U",7018,"35",1381,"",0,0
"W217770_anr",12,"Frequency Version D","OBTAIN","MEAT","Study2","U",4048,"20",2285,"have",25,0
"w970697",12,"Frequency Version D","OBTAIN","MEAT","Study2","U",3851,"0",1289,"",0,0
"w973014",12,"Frequency Version D","OBTAIN","MEAT","Study2","U",13331,"22",3618,"Gain",25,0
"w996448_apb",12,"Frequency Version D","OBTAIN","MEAT","Study2","U",638,"60",4669,"get",57.142857142857,0
"10029010",12,"Frequency Version D","OUNCE","BOTH","Study2","U",6663,"95",6492,"pound",22.222222222222,0
"984612",12,"Frequency Version D","OUNCE","BOTH","Study2","U",7065,"1",5125,"Gram",0,0
"988835",12,"Frequency Version D","OUNCE","BOTH","Study2","U",4353,"10",8024,"",0,0
"w10051625_bcd",12,"Frequency Version D","OUNCE","BOTH","Study2","U",3097,"3",2937,"",0,0
"w10051643",12,"Frequency Version D","OUNCE","BOTH","Study2","U",3094,"10",3910,"pound ",22.222222222222,0
"w214402_dns",12,"Frequency Version D","OUNCE","BOTH","Study2","U",2477,"29",1424,"",0,0
"W217770_anr",12,"Frequency Version D","OUNCE","BOTH","Study2","U",9440,"0",6366,"pound",22.222222222222,0
"w970697",12,"Frequency Version D","OUNCE","BOTH","Study2","U",3879,"0",1571,"",0,0
"w973014",12,"Frequency Version D","OUNCE","BOTH","Study2","U",14079,"45",5340,"Pound",22.222222222222,0
"w996448_apb",12,"Frequency Version D","OUNCE","BOTH","Study2","U",1677,"39",2767,"",0,0
"10029010",12,"Frequency Version D","PANTHER","CAT","Study2","F",6974,"95",4087,"cat",100,100
"984612",12,"Frequency Version D","PANTHER","CAT","Study2","F",1845,"100",6199,"Cat",100,100
"988835",12,"Frequency Version D","PANTHER","CAT","Study2","F",3400,"40",1622,"cat",100,100
"w10051625_bcd",12,"Frequency Version D","PANTHER","CAT","Study2","F",4958,"64",2478,"cat",100,100
"w10051643",12,"Frequency Version D","PANTHER","CAT","Study2","F",4355,"59",3076,"cat",100,100
"w214402_dns",12,"Frequency Version D","PANTHER","CAT","Study2","F",2610,"89",3205,"",0,0
"W217770_anr",12,"Frequency Version D","PANTHER","CAT","Study2","F",6168,"45",3778,"cat",100,100
"w970697",12,"Frequency Version D","PANTHER","CAT","Study2","F",4822,"80",3548,"cat",100,100
"w973014",12,"Frequency Version D","PANTHER","CAT","Study2","F",25657,"99",3901,"Cat",100,100
"w996448_apb",12,"Frequency Version D","PANTHER","CAT","Study2","F",656,"30",3259,"black",25,0
"10029010",12,"Frequency Version D","PAPER","DOCUMENT","Study2","B",4775,"95",15602,"list",16.666666666667,0
"984612",12,"Frequency Version D","PAPER","DOCUMENT","Study2","B",3734,"95",7647,"Document",100,100
"988835",12,"Frequency Version D","PAPER","DOCUMENT","Study2","B",3021,"100",3455,"Fold",16.666666666667,0
"w10051625_bcd",12,"Frequency Version D","PAPER","DOCUMENT","Study2","B",4348,"45",5310,"document",100,100
