"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","VC.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"5d538f31312e7e001930d904",6,"Version B","GIVE","STEAK","Study2","U",4797,"4",2732,"Share",40,0
"5dfc05fa36711f000b2b603e",6,"Version B","GIVE","STEAK","Study2","U",1803,"2",1020,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","GIVE","STEAK","Study2","U",4992,"4",6233,"Got",25,0
"5eebbc486e2aee133911710b",6,"Version B","GIVE","STEAK","Study2","U",1800,"4",1590,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","GIVE","STEAK","Study2","U",3023,"4",4445,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","GLASS","BREAKABLE","Study2","B",6513,"5",5483,"mason",14.285714285714,0
"5d538f31312e7e001930d904",6,"Version B","GLASS","BREAKABLE","Study2","B",7535,"5",2566,"Mirror",13.333333333333,0
"5dfc05fa36711f000b2b603e",6,"Version B","GLASS","BREAKABLE","Study2","B",2991,"4",15784,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","GLASS","BREAKABLE","Study2","B",5974,"5",4128,"Crackle",62.5,0
"5eebbc486e2aee133911710b",6,"Version B","GLASS","BREAKABLE","Study2","B",3254,"5",6109,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","GLASS","BREAKABLE","Study2","B",5019,"5",763,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","GONE","AWAY","Study2","S",4025,"4",2843,"forever",0,0
"5d538f31312e7e001930d904",6,"Version B","GONE","AWAY","Study2","S",2912,"4",3218,"Lost",0,0
"5dfc05fa36711f000b2b603e",6,"Version B","GONE","AWAY","Study2","S",2341,"3",2277,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","GONE","AWAY","Study2","S",5942,"4",3615,"Missing",0,0
"5eebbc486e2aee133911710b",6,"Version B","GONE","AWAY","Study2","S",1665,"4",1427,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","GONE","AWAY","Study2","S",3777,"4",4307,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","HONEST","TRUTHFUL","Study2","B",6089,"4",1975,"",0,0
"5d538f31312e7e001930d904",6,"Version B","HONEST","TRUTHFUL","Study2","B",4072,"4",3063,"Truthful",100,100
"5dfc05fa36711f000b2b603e",6,"Version B","HONEST","TRUTHFUL","Study2","B",3406,"4",1353,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","HONEST","TRUTHFUL","Study2","B",7347,"4",5894,"Positivity",22.222222222222,0
"5eebbc486e2aee133911710b",6,"Version B","HONEST","TRUTHFUL","Study2","B",3150,"4",5685,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","HONEST","TRUTHFUL","Study2","B",4980,"4",4693,"OPEN",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","INCENSE","SMELL","Study2","F",5880,"4",2699,"cadle",20,0
"5d538f31312e7e001930d904",6,"Version B","INCENSE","SMELL","Study2","F",3950,"4",2905,"Smell",100,100
"5dfc05fa36711f000b2b603e",6,"Version B","INCENSE","SMELL","Study2","F",2742,"3",4045,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","INCENSE","SMELL","Study2","F",6969,"4",6752,"",0,0
"5eebbc486e2aee133911710b",6,"Version B","INCENSE","SMELL","Study2","F",4526,"4",1178,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","INCENSE","SMELL","Study2","F",4838,"4",2263,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","JUSTICE","MAROON","Study2","U",6793,"6",3523,"league",16.666666666667,0
"5d538f31312e7e001930d904",6,"Version B","JUSTICE","MAROON","Study2","U",4583,"6",3706,"Right",18.181818181818,0
"5dfc05fa36711f000b2b603e",6,"Version B","JUSTICE","MAROON","Study2","U",2648,"4",787,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","JUSTICE","MAROON","Study2","U",6561,"6",8393,"Solicitor",26.666666666667,0
"5eebbc486e2aee133911710b",6,"Version B","JUSTICE","MAROON","Study2","U",4078,"6",1731,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","JUSTICE","MAROON","Study2","U",3646,"5",2215,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","KEYS","JOKE","Study2","U",3742,"3",5238,"low",28.571428571429,0
"5d538f31312e7e001930d904",6,"Version B","KEYS","JOKE","Study2","U",200997,"3",5027,"Tool",25,0
"5dfc05fa36711f000b2b603e",6,"Version B","KEYS","JOKE","Study2","U",2394,"2",342,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","KEYS","JOKE","Study2","U",5729,"3",4319,"",0,0
"5eebbc486e2aee133911710b",6,"Version B","KEYS","JOKE","Study2","U",3615,"3",590,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","KEYS","JOKE","Study2","U",4564,"3",1508,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","LEASE","TOIL","Study2","U",4679,"5",1192,"",0,0
"5d538f31312e7e001930d904",6,"Version B","LEASE","TOIL","Study2","U",2923,"5",3299,"Borrow",20,0
"5dfc05fa36711f000b2b603e",6,"Version B","LEASE","TOIL","Study2","U",3421,"2",1229,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","LEASE","TOIL","Study2","U",6455,"5",12579,"Money",22.222222222222,0
"5eebbc486e2aee133911710b",6,"Version B","LEASE","TOIL","Study2","U",2251,"5",614,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","LEASE","TOIL","Study2","U",3579,"5",1903,"LOAN",25,0
"5c09273b81c2ad00019d1dcc",6,"Version B","LISTEN","FICTION","Study2","U",6359,"5",3039,"carefully",12.5,0
"5d538f31312e7e001930d904",6,"Version B","LISTEN","FICTION","Study2","U",3956,"5",2425,"Hear",0,0
"5dfc05fa36711f000b2b603e",6,"Version B","LISTEN","FICTION","Study2","U",3143,"4",1154,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","LISTEN","FICTION","Study2","U",5175,"5",7354,"",0,0
"5eebbc486e2aee133911710b",6,"Version B","LISTEN","FICTION","Study2","U",3182,"5",739,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","LISTEN","FICTION","Study2","U",4593,"5",2802,"HEAR",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","LITTER","TRASH","Study2","F",6550,"3",3258,"cat",25,0
"5d538f31312e7e001930d904",6,"Version B","LITTER","TRASH","Study2","F",2511,"3",5964,"Bin",0,0
"5dfc05fa36711f000b2b603e",6,"Version B","LITTER","TRASH","Study2","F",3600,"3",877,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","LITTER","TRASH","Study2","F",5862,"3",8448,"Scrap",40,0
"5eebbc486e2aee133911710b",6,"Version B","LITTER","TRASH","Study2","F",1834,"3",1330,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","LITTER","TRASH","Study2","F",3615,"3",1984,"BUG",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","LOAN","SIGN","Study2","U",3388,"3",2429,"money",22.222222222222,0
"5d538f31312e7e001930d904",6,"Version B","LOAN","SIGN","Study2","U",4906,"E",4051,"Borrow",0,0
"5dfc05fa36711f000b2b603e",6,"Version B","LOAN","SIGN","Study2","U",2249,"2",892,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","LOAN","SIGN","Study2","U",5029,"3",5132,"",0,0
"5eebbc486e2aee133911710b",6,"Version B","LOAN","SIGN","Study2","U",3260,"3",914,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","LOAN","SIGN","Study2","U",3340,"3",2921,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","LOUD","NOISE","Study2","S",49170,"5",2918,"shout",20,0
"5d538f31312e7e001930d904",6,"Version B","LOUD","NOISE","Study2","S",3395,"5",2232,"Noise",100,100
"5dfc05fa36711f000b2b603e",6,"Version B","LOUD","NOISE","Study2","S",2321,"2",733,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","LOUD","NOISE","Study2","S",7369,"5",3975,"Noise",100,100
"5eebbc486e2aee133911710b",6,"Version B","LOUD","NOISE","Study2","S",3022,"5",922,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","LOUD","NOISE","Study2","S",3661,"5",2288,"NOISE",100,100
"5c09273b81c2ad00019d1dcc",6,"Version B","MAIN","SCAR","Study2","U",5344,"3",4123,"meal",25,0
"5d538f31312e7e001930d904",6,"Version B","MAIN","SCAR","Study2","U",5044,"3",3247,"Side",25,0
"5dfc05fa36711f000b2b603e",6,"Version B","MAIN","SCAR","Study2","U",2212,"2",1556,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","MAIN","SCAR","Study2","U",5074,"3",7578,"Side",25,0
"5eebbc486e2aee133911710b",6,"Version B","MAIN","SCAR","Study2","U",1806,"3",570,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","MAIN","SCAR","Study2","U",2931,"3",2831,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","MASON","JAR","Study2","S",5301,"3",1599,"jar",100,100
"5d538f31312e7e001930d904",6,"Version B","MASON","JAR","Study2","S",2676,"3",3854,"House",0,0
"5dfc05fa36711f000b2b603e",6,"Version B","MASON","JAR","Study2","S",2085,"3",6421,"crackle",20,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","MASON","JAR","Study2","S",6333,"3",10448,"Name",28.571428571429,0
"5eebbc486e2aee133911710b",6,"Version B","MASON","JAR","Study2","S",1841,"3",1391,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","MASON","JAR","Study2","S",2758,"3",1655,"JAR",100,100
"5c09273b81c2ad00019d1dcc",6,"Version B","MAZE","ELECTION","Study2","U",5013,"6",2820,"",0,0
"5d538f31312e7e001930d904",6,"Version B","MAZE","ELECTION","Study2","U",10276,"6",8475,"Path",16.666666666667,0
"5dfc05fa36711f000b2b603e",6,"Version B","MAZE","ELECTION","Study2","U",4094,"4",440,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","MAZE","ELECTION","Study2","U",5317,"6",5538,"",0,0
"5eebbc486e2aee133911710b",6,"Version B","MAZE","ELECTION","Study2","U",3149,"6",1462,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","MAZE","ELECTION","Study2","U",4309,"6",2236,"COrn",50,0
"5c09273b81c2ad00019d1dcc",6,"Version B","MEAT","OBTAIN","Study2","U",8580,"5",13525,"great",18.181818181818,0
"5d538f31312e7e001930d904",6,"Version B","MEAT","OBTAIN","Study2","U",3533,"5",4435,"Loaf",40,0
"5dfc05fa36711f000b2b603e",6,"Version B","MEAT","OBTAIN","Study2","U",2423,"3",485,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","MEAT","OBTAIN","Study2","U",5987,"5",5986,"",0,0
"5eebbc486e2aee133911710b",6,"Version B","MEAT","OBTAIN","Study2","U",2925,"5",1561,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","MEAT","OBTAIN","Study2","U",6214,"5",1144,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","MIRROR","CHILDREN","Study2","U",13743,"4",2582,"effect",14.285714285714,0
"5d538f31312e7e001930d904",6,"Version B","MIRROR","CHILDREN","Study2","U",6095,"4",4162,"Children",100,100
"5dfc05fa36711f000b2b603e",6,"Version B","MIRROR","CHILDREN","Study2","U",3465,"4",899,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","MIRROR","CHILDREN","Study2","U",5141,"4",10634,"Reflection",33.333333333333,0
"5eebbc486e2aee133911710b",6,"Version B","MIRROR","CHILDREN","Study2","U",2486,"4",2577,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","MIRROR","CHILDREN","Study2","U",4471,"4",1224,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","MOAT","CLEAR","Study2","U",6689,"4",940,"",0,0
"5d538f31312e7e001930d904",6,"Version B","MOAT","CLEAR","Study2","U",2832,"4",6808,"River",20,0
"5dfc05fa36711f000b2b603e",6,"Version B","MOAT","CLEAR","Study2","U",2366,"2",918,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","MOAT","CLEAR","Study2","U",3648,"4",6617,"Meat",44.444444444444,0
"5eebbc486e2aee133911710b",6,"Version B","MOAT","CLEAR","Study2","U",2364,"4",9700,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","MOAT","CLEAR","Study2","U",2983,"4",3260,"WATER",40,0
"5c09273b81c2ad00019d1dcc",6,"Version B","MONEY","BANKER","Study2","B",4748,"4",7361,"famous",16.666666666667,0
"5d538f31312e7e001930d904",6,"Version B","MONEY","BANKER","Study2","B",2600,"4",2729,"Loan",40,0
"5dfc05fa36711f000b2b603e",6,"Version B","MONEY","BANKER","Study2","B",3224,"4",931,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","MONEY","BANKER","Study2","B",4816,"4",8103,"Finance",46.153846153846,0
"5eebbc486e2aee133911710b",6,"Version B","MONEY","BANKER","Study2","B",2111,"4",999,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","MONEY","BANKER","Study2","B",3550,"4",916,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","MULE","DONKEY","Study2","F",4733,"4",3307,"horse",36.363636363636,0
"5d538f31312e7e001930d904",6,"Version B","MULE","DONKEY","Study2","F",3619,"4",7744,"Donkey",100,100
"5dfc05fa36711f000b2b603e",6,"Version B","MULE","DONKEY","Study2","F",2590,"3",5879,"donkey",100,100
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","MULE","DONKEY","Study2","F",5290,"4",2175,"",0,0
"5eebbc486e2aee133911710b",6,"Version B","MULE","DONKEY","Study2","F",2422,"4",2073,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","MULE","DONKEY","Study2","F",4204,"4",1888,"DONKEY",100,100
"5c09273b81c2ad00019d1dcc",6,"Version B","NAME","HATE","Study2","U",4113,"4",4930,"two",28.571428571429,0
"5d538f31312e7e001930d904",6,"Version B","NAME","HATE","Study2","U",3449,"4",3964,"Badge",44.444444444444,0
"5dfc05fa36711f000b2b603e",6,"Version B","NAME","HATE","Study2","U",2382,"2",1443,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","NAME","HATE","Study2","U",4635,"4",8031,"Number",20,0
"5eebbc486e2aee133911710b",6,"Version B","NAME","HATE","Study2","U",2572,"4",760,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","NAME","HATE","Study2","U",2691,"4",2322,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","OWN","HAVE","Study2","S",5359,"3",7492,"talk",25,0
"5d538f31312e7e001930d904",6,"Version B","OWN","HAVE","Study2","S",3382,"3",4197,"Share",66.666666666667,0
"5dfc05fa36711f000b2b603e",6,"Version B","OWN","HAVE","Study2","S",2398,"2",2279,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","OWN","HAVE","Study2","S",5506,"3",4651,"Build",0,0
"5eebbc486e2aee133911710b",6,"Version B","OWN","HAVE","Study2","S",2506,"3",655,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","OWN","HAVE","Study2","S",3138,"3",2747,"HAVE",100,100
"5c09273b81c2ad00019d1dcc",6,"Version B","PHONE","COMMUNICATION","Study2","S",10473,"8",3770,"call",23.529411764706,0
"5d538f31312e7e001930d904",6,"Version B","PHONE","COMMUNICATION","Study2","S",13484,"8",3307,"Call",23.529411764706,0
"5dfc05fa36711f000b2b603e",6,"Version B","PHONE","COMMUNICATION","Study2","S",5452,"6",692,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","PHONE","COMMUNICATION","Study2","S",8325,"8",3023,"Name",23.529411764706,0
"5eebbc486e2aee133911710b",6,"Version B","PHONE","COMMUNICATION","Study2","S",4444,"8",2905,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","PHONE","COMMUNICATION","Study2","S",7477,"8",5008,"CALL",23.529411764706,0
"5c09273b81c2ad00019d1dcc",6,"Version B","PLANE","AIRCRAFT","Study2","B",6804,"5",1373,"",0,0
"5d538f31312e7e001930d904",6,"Version B","PLANE","AIRCRAFT","Study2","B",5683,"5",3106,"Flight",28.571428571429,0
"5dfc05fa36711f000b2b603e",6,"Version B","PLANE","AIRCRAFT","Study2","B",2734,"3",878,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","PLANE","AIRCRAFT","Study2","B",7823,"5",10766,"Travel",28.571428571429,0
"5eebbc486e2aee133911710b",6,"Version B","PLANE","AIRCRAFT","Study2","B",3547,"5",687,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","PLANE","AIRCRAFT","Study2","B",4424,"5",2363,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","POP","BALLOON","Study2","B",12338,"4",5122,"culture",14.285714285714,0
"5d538f31312e7e001930d904",6,"Version B","POP","BALLOON","Study2","B",3346,"4",2960,"Bang",54.545454545455,0
"5dfc05fa36711f000b2b603e",6,"Version B","POP","BALLOON","Study2","B",3267,"3",583,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","POP","BALLOON","Study2","B",5971,"4",7596,"Hit",0,0
"5eebbc486e2aee133911710b",6,"Version B","POP","BALLOON","Study2","B",2934,"4",1768,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","POP","BALLOON","Study2","B",5791,"4",729,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","RAZOR","SHAVE","Study2","S",4694,"4",1954,"sharp",60,0
"5d538f31312e7e001930d904",6,"Version B","RAZOR","SHAVE","Study2","S",5224,"4",3641,"Sharp",60,0
"5dfc05fa36711f000b2b603e",6,"Version B","RAZOR","SHAVE","Study2","S",2568,"3",4079,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","RAZOR","SHAVE","Study2","S",9212,"4",3214,"Sharp",60,0
"5eebbc486e2aee133911710b",6,"Version B","RAZOR","SHAVE","Study2","S",2297,"4",2981,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","RAZOR","SHAVE","Study2","S",3221,"4",1798,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","RIGHTS","EQUAL","Study2","S",8163,"4",956,"",0,0
"5d538f31312e7e001930d904",6,"Version B","RIGHTS","EQUAL","Study2","S",4063,"4",3013,"Rules",40,0
"5dfc05fa36711f000b2b603e",6,"Version B","RIGHTS","EQUAL","Study2","S",3568,"3",695,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","RIGHTS","EQUAL","Study2","S",5853,"3",7666,"Wrongs",0,0
"5eebbc486e2aee133911710b",6,"Version B","RIGHTS","EQUAL","Study2","S",2863,"4",2214,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","RIGHTS","EQUAL","Study2","S",6114,"4",2610,"JUSTICE",16.666666666667,0
"5c09273b81c2ad00019d1dcc",6,"Version B","ROD","REEL","Study2","S",3415,"3",1545,"",0,0
"5d538f31312e7e001930d904",6,"Version B","ROD","REEL","Study2","S",2688,"3",3624,"Fish",0,0
"5dfc05fa36711f000b2b603e",6,"Version B","ROD","REEL","Study2","S",2092,"2",390,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","ROD","REEL","Study2","S",6904,"3",3892,"Fishing",0,0
"5eebbc486e2aee133911710b",6,"Version B","ROD","REEL","Study2","S",2442,"3",701,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","ROD","REEL","Study2","S",3237,"3",4343,"FISH",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","SAFETY","SEATBELT","Study2","S",6063,"5",1988,"first",30.769230769231,0
"5d538f31312e7e001930d904",6,"Version B","SAFETY","SEATBELT","Study2","S",4171,"5",2762,"Feature",53.333333333333,0
"5dfc05fa36711f000b2b603e",6,"Version B","SAFETY","SEATBELT","Study2","S",3888,"4",1027,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","SAFETY","SEATBELT","Study2","S",8029,"5",8827,"Seatbelt",100,100
"5eebbc486e2aee133911710b",6,"Version B","SAFETY","SEATBELT","Study2","S",3486,"5",2514,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","SAFETY","SEATBELT","Study2","S",4742,"5",4519,"PEACE",46.153846153846,0
"5c09273b81c2ad00019d1dcc",6,"Version B","SCALP","HEAD","Study2","F",7800,"3",2245,"head",100,100
"5d538f31312e7e001930d904",6,"Version B","SCALP","HEAD","Study2","F",2737,"3",3093,"Bald",50,0
"5dfc05fa36711f000b2b603e",6,"Version B","SCALP","HEAD","Study2","F",2038,"2",675,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","SCALP","HEAD","Study2","F",6712,"3",3077,"Head",100,100
"5eebbc486e2aee133911710b",6,"Version B","SCALP","HEAD","Study2","F",2258,"3",1014,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","SCALP","HEAD","Study2","F",6490,"3",2854,"Hair",50,0
"5c09273b81c2ad00019d1dcc",6,"Version B","SHEARS","SCISSORS","Study2","F",5686,"4",1371,"",0,0
"5d538f31312e7e001930d904",6,"Version B","SHEARS","SCISSORS","Study2","F",4572,"4",8085,"Sheep",15.384615384615,0
"5dfc05fa36711f000b2b603e",6,"Version B","SHEARS","SCISSORS","Study2","F",13018,"3",3545,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","SHEARS","SCISSORS","Study2","F",6705,"4",3618,"Sow",36.363636363636,0
"5eebbc486e2aee133911710b",6,"Version B","SHEARS","SCISSORS","Study2","F",2998,"4",1485,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","SHEARS","SCISSORS","Study2","F",3473,"4",6039,"Sharp",30.769230769231,0
"5c09273b81c2ad00019d1dcc",6,"Version B","Shell","SHAKE","Study2","U",9591,"3",4600,"seaside",33.333333333333,0
"5d538f31312e7e001930d904",6,"Version B","Shell","SHAKE","Study2","U",3537,"3",2549,"Fish",44.444444444444,0
"5dfc05fa36711f000b2b603e",6,"Version B","Shell","SHAKE","Study2","U",5231,"2",766,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","Shell","SHAKE","Study2","U",5442,"3",6334,"Shore",60,0
"5eebbc486e2aee133911710b",6,"Version B","Shell","SHAKE","Study2","U",2557,"3",1662,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","Shell","SHAKE","Study2","U",5677,"3",1571,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","SHOELACE","TIE","Study2","F",5374,"6",877,"",0,0
"5d538f31312e7e001930d904",6,"Version B","SHOELACE","TIE","Study2","F",3791,"6",4652,"Tie",100,100
"5dfc05fa36711f000b2b603e",6,"Version B","SHOELACE","TIE","Study2","F",2518,"3",410,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","SHOELACE","TIE","Study2","F",6530,"6",6111,"Tie",100,100
"5eebbc486e2aee133911710b",6,"Version B","SHOELACE","TIE","Study2","F",2746,"6",985,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","SHOELACE","TIE","Study2","F",3405,"5",2236,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","SLEEP","NAP","Study2","B",8286,"3",3347,"bed",0,0
"5d538f31312e7e001930d904",6,"Version B","SLEEP","NAP","Study2","B",2509,"3",3249,"Night",25,0
"5dfc05fa36711f000b2b603e",6,"Version B","SLEEP","NAP","Study2","B",2471,"2",1657,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","SLEEP","NAP","Study2","B",6043,"3",6563,"Chill",0,0
"5eebbc486e2aee133911710b",6,"Version B","SLEEP","NAP","Study2","B",1951,"3",1534,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","SLEEP","NAP","Study2","B",4208,"3",3347,"REST",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","STAR","ACTRESS","Study2","B",5735,"3",1949,"",0,0
"5d538f31312e7e001930d904",6,"Version B","STAR","ACTRESS","Study2","B",4405,"3",3971,"Night",16.666666666667,0
"5dfc05fa36711f000b2b603e",6,"Version B","STAR","ACTRESS","Study2","B",2449,"3",709,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","STAR","ACTRESS","Study2","B",5633,"3",6961,"Bright",15.384615384615,0
"5eebbc486e2aee133911710b",6,"Version B","STAR","ACTRESS","Study2","B",3361,"3",1444,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","STAR","ACTRESS","Study2","B",4906,"3",2764,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","STRETCH","CLOTH","Study2","U",5637,"2",6894,"now",25,0
"5d538f31312e7e001930d904",6,"Version B","STRETCH","CLOTH","Study2","U",5678,"2",13709,"Elasticated",25,0
"5dfc05fa36711f000b2b603e",6,"Version B","STRETCH","CLOTH","Study2","U",2773,"2",408,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","STRETCH","CLOTH","Study2","U",5775,"2",14795,"",0,0
"5eebbc486e2aee133911710b",6,"Version B","STRETCH","CLOTH","Study2","U",2294,"2",8807,"BRAWL",20,0
"5ef54feba3c61b18f00d83a3",6,"Version B","STRETCH","CLOTH","Study2","U",3308,"2",2402,"",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","SUN","TAN","Study2","S",4067,"2",2824,"moon",28.571428571429,0
"5d538f31312e7e001930d904",6,"Version B","SUN","TAN","Study2","S",2109,"2",3539,"Moon",28.571428571429,0
"5dfc05fa36711f000b2b603e",6,"Version B","SUN","TAN","Study2","S",3093,"2",3551,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","SUN","TAN","Study2","S",5095,"2",4889,"Sunset",22.222222222222,0
"5eebbc486e2aee133911710b",6,"Version B","SUN","TAN","Study2","S",1915,"2",821,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","SUN","TAN","Study2","S",2807,"2",4028,"SKY",0,0
"5c09273b81c2ad00019d1dcc",6,"Version B","TANTRUM","TEMPER","Study2","S",6628,"5",4136,"kid",0,0
"5d538f31312e7e001930d904",6,"Version B","TANTRUM","TEMPER","Study2","S",3337,"4",10379,"Angry",18.181818181818,0
"5dfc05fa36711f000b2b603e",6,"Version B","TANTRUM","TEMPER","Study2","S",3205,"4",908,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","TANTRUM","TEMPER","Study2","S",6696,"4",4489,"Cry",22.222222222222,0
"5eebbc486e2aee133911710b",6,"Version B","TANTRUM","TEMPER","Study2","S",4018,"4",649,"",0,0
"5ef54feba3c61b18f00d83a3",6,"Version B","TANTRUM","TEMPER","Study2","S",4179,"4",4889,"TEMPER",100,100
"5c09273b81c2ad00019d1dcc",6,"Version B","TEMPERATURE","Morning","Study2","U",12885,"7",3935,"weather",14.285714285714,0
"5d538f31312e7e001930d904",6,"Version B","TEMPERATURE","Morning","Study2","U",8930,"7",6787,"Heating",42.857142857143,0
"5dfc05fa36711f000b2b603e",6,"Version B","TEMPERATURE","Morning","Study2","U",5409,"6",3661,"",0,0
"5e8cb90b7ddf6e04e6ca57f2",6,"Version B","TEMPERATURE","Morning","Study2","U",8923,"7",3306,"Hot",20,0
"5eebbc486e2aee133911710b",6,"Version B","TEMPERATURE","Morning","Study2","U",5562,"7",987,"",0,0
